Date,HE,P/OP,Gen,RT_Busbar,RT_Hub,DA_Busbar,DA_Hub
2022-01-01,1,OP,36.8,0.74,56.428,5.2,30.17
2022-01-01,2,OP,17.0,-3.782,29.242,1.54,22.08
2022-01-01,3,OP,14.6,-4.0,22.145,1.83,19.97
2022-01-01,4,OP,14.6,-4.0,19.585,2.5,15.9
2022-01-01,5,OP,14.4,-4.0,13.662,-1.34,10.0
2022-01-01,6,OP,14.0,-4.055,11.57,0.08,12.93
2022-01-01,7,OP,13.7,-4.058,10.25,0.86,13.76
2022-01-01,8,OP,14.5,-4.0,10.382,5.87,14.88
2022-01-01,9,OP,12.2,-5.345,8.942,8.84,15.74
2022-01-01,10,OP,0.0,-14.808,-0.04,12.33,16.83
2022-01-01,11,OP,1.6,-5.078,19.048,19.48,19.87
2022-01-01,12,OP,15.4,9.258,21.255,24.99,24.03
2022-01-01,13,OP,7.7,25.97,26.228,27.98,26.02
2022-01-01,14,OP,2.9,27.6,27.665,30.75,27.94
2022-01-01,15,OP,1.8,28.342,28.078,35.64,29.42
2022-01-01,16,OP,7.0,55.745,31.245,34.51,28.08
2022-01-01,17,OP,5.4,51.9,29.695,38.27,32.78
2022-01-01,18,OP,5.2,42.628,28.21,47.07,43.72
2022-01-01,19,OP,9.1,25.295,24.432,29.09,28.79
2022-01-01,20,OP,23.1,22.788,22.768,25.66,25.55
2022-01-01,21,OP,20.7,22.272,22.36,22.93,22.79
2022-01-01,22,OP,19.2,21.648,21.84,22.58,22.47
2022-01-01,23,OP,30.8,20.282,20.185,23.91,23.8
2022-01-01,24,OP,20.1,17.352,17.362,23.23,23.15
2022-01-02,1,OP,14.5,6.882,6.882,26.56,26.43
2022-01-02,2,OP,8.8,7.328,7.308,24.64,24.59
2022-01-02,3,OP,6.0,6.65,6.63,23.51,23.67
2022-01-02,4,OP,59.8,9.068,9.21,15.85,21.37
2022-01-02,5,OP,32.3,-3.248,9.665,-3.44,20.29
2022-01-02,6,OP,14.1,-4.0,16.702,-3.07,22.24
2022-01-02,7,OP,14.3,-4.01,14.938,-4.0,25.32
2022-01-02,8,OP,14.2,-4.025,16.402,-1.49,30.75
2022-01-02,9,OP,14.7,-4.0,17.542,0.58,36.24
2022-01-02,10,OP,14.4,-4.0,17.535,-1.38,30.71
2022-01-02,11,OP,14.2,-4.0,20.732,-1.16,29.54
2022-01-02,12,OP,14.4,-4.0,22.44,-1.54,28.66
2022-01-02,13,OP,14.5,-4.0,19.85,-3.22,26.78
2022-01-02,14,OP,14.5,-4.0,19.135,-5.98,24.02
2022-01-02,15,OP,14.4,-4.0,16.275,-6.54,23.46
2022-01-02,16,OP,14.5,-4.008,13.785,-6.87,23.13
2022-01-02,17,OP,1.2,-12.045,14.27,-2.32,27.69
2022-01-02,18,OP,0.1,-18.35,25.738,40.99,74.78
2022-01-02,19,OP,12.5,-4.322,30.74,60.69,89.05
2022-01-02,20,OP,17.6,-3.752,34.995,55.58,69.43
2022-01-02,21,OP,48.5,-0.44,36.425,50.6,61.11
2022-01-02,22,OP,54.0,27.13,36.2,39.62,47.82
2022-01-02,23,OP,36.0,34.408,34.408,35.91,38.94
2022-01-02,24,OP,30.1,34.895,34.852,34.31,36.72
2022-01-03,1,OP,32.0,35.175,35.075,31.15,31.04
2022-01-03,2,OP,14.6,35.088,34.988,30.57,30.52
2022-01-03,3,OP,7.8,35.878,35.762,30.15,30.09
2022-01-03,4,OP,8.9,36.58,36.455,29.76,29.73
2022-01-03,5,OP,4.8,37.328,37.192,31.18,30.85
2022-01-03,6,OP,5.1,37.592,37.468,39.16,38.84
2022-01-03,7,P,5.5,53.542,55.19,93.32,93.91
2022-01-03,8,P,7.6,51.432,51.835,100.34,100.01
2022-01-03,9,P,6.7,35.0,34.932,46.93,46.56
2022-01-03,10,P,3.8,26.48,26.478,34.57,33.95
2022-01-03,11,P,5.6,26.118,26.138,29.69,29.01
2022-01-03,12,P,1.3,23.445,23.468,27.66,27.23
2022-01-03,13,P,0.0,22.582,22.585,28.42,26.95
2022-01-03,14,P,0.0,21.04,21.04,27.38,25.76
2022-01-03,15,P,0.2,18.522,18.522,27.15,25.24
2022-01-03,16,P,2.7,17.442,17.442,25.58,24.03
2022-01-03,17,P,1.0,20.93,20.93,29.14,27.4
2022-01-03,18,P,0.3,26.755,26.755,47.89,47.25
2022-01-03,19,P,0.7,24.845,24.845,35.28,35.16
2022-01-03,20,P,2.0,22.735,22.735,31.15,30.83
2022-01-03,21,P,2.1,23.075,21.975,30.81,30.37
2022-01-03,22,P,0.2,31.825,21.382,29.18,28.6
2022-01-03,23,OP,0.1,31.835,21.315,26.99,26.47
2022-01-03,24,OP,0.0,30.722,20.395,24.69,24.1
2022-01-04,1,OP,0.0,23.468,21.912,18.67,18.28
2022-01-04,2,OP,0.0,21.938,21.862,17.71,17.28
2022-01-04,3,OP,0.0,21.888,22.005,18.71,18.34
2022-01-04,4,OP,0.0,22.495,22.73,20.34,19.76
2022-01-04,5,OP,4.2,23.382,23.53,23.53,23.21
2022-01-04,6,OP,5.1,23.57,23.818,26.41,25.87
2022-01-04,7,P,0.0,30.508,30.798,41.38,40.16
2022-01-04,8,P,0.0,30.942,31.248,43.61,42.25
2022-01-04,9,P,0.0,24.972,25.238,36.74,35.39
2022-01-04,10,P,0.0,22.6,22.532,30.0,28.98
2022-01-04,11,P,3.1,22.582,21.878,26.15,24.79
2022-01-04,12,P,17.6,19.91,20.098,23.44,22.64
2022-01-04,13,P,24.0,18.968,19.468,20.87,20.06
2022-01-04,14,P,22.7,16.86,17.195,19.7,18.92
2022-01-04,15,P,17.9,4.712,4.752,18.54,17.94
2022-01-04,16,P,23.8,10.162,10.252,18.15,17.58
2022-01-04,17,P,34.0,18.878,19.145,21.4,21.14
2022-01-04,18,P,28.4,31.318,31.63,43.76,43.69
2022-01-04,19,P,43.3,27.118,27.528,33.9,33.83
2022-01-04,20,P,50.1,20.3,21.415,28.24,28.92
2022-01-04,21,P,54.1,19.508,20.895,23.06,25.66
2022-01-04,22,P,40.3,20.47,21.192,20.85,24.1
2022-01-04,23,OP,30.5,15.722,19.305,17.65,25.0
2022-01-04,24,OP,6.9,-11.605,15.922,14.48,23.27
2022-01-05,1,OP,0.3,-13.405,18.012,5.9,21.09
2022-01-05,2,OP,8.8,-4.398,19.865,8.49,20.62
2022-01-05,3,OP,12.2,-3.772,19.89,12.44,21.13
2022-01-05,4,OP,6.6,-3.28,17.972,17.27,21.91
2022-01-05,5,OP,13.8,0.585,17.28,23.26,24.48
2022-01-05,6,OP,15.8,18.052,21.435,29.2,29.25
2022-01-05,7,P,21.0,22.6,22.6,32.75,32.77
2022-01-05,8,P,15.5,22.755,22.755,34.81,34.68
2022-01-05,9,P,3.3,21.942,21.942,27.68,27.57
2022-01-05,10,P,2.5,21.08,20.302,24.32,23.91
2022-01-05,11,P,7.2,21.748,21.03,23.62,23.26
2022-01-05,12,P,18.3,23.45,22.772,23.97,23.57
2022-01-05,13,P,13.3,24.608,24.608,23.92,23.61
2022-01-05,14,P,8.2,25.12,25.12,23.6,23.25
2022-01-05,15,P,11.5,23.55,23.55,23.34,22.95
2022-01-05,16,P,29.2,22.965,22.965,23.18,22.69
2022-01-05,17,P,48.6,22.945,22.945,25.11,24.72
2022-01-05,18,P,45.2,32.442,32.442,60.08,59.98
2022-01-05,19,P,42.2,32.76,32.76,47.08,46.99
2022-01-05,20,P,42.0,29.448,29.448,32.3,34.29
2022-01-05,21,P,41.3,24.55,24.585,28.07,31.13
2022-01-05,22,P,50.9,22.858,22.86,21.23,25.04
2022-01-05,23,OP,47.2,21.892,21.892,24.28,26.69
2022-01-05,24,OP,38.7,19.02,19.02,25.03,25.12
2022-01-06,1,OP,32.0,21.502,21.502,24.42,25.05
2022-01-06,2,OP,18.5,20.455,19.062,23.12,23.11
2022-01-06,3,OP,12.4,20.232,16.012,22.9,22.84
2022-01-06,4,OP,10.3,22.29,21.92,22.16,21.96
2022-01-06,5,OP,9.9,17.87,17.87,24.15,23.28
2022-01-06,6,OP,10.9,20.475,20.475,25.23,24.77
2022-01-06,7,P,11.6,22.365,22.41,28.6,28.03
2022-01-06,8,P,6.9,23.38,23.722,28.9,28.16
2022-01-06,9,P,3.3,22.205,22.46,27.23,26.08
2022-01-06,10,P,6.8,22.282,22.265,25.96,24.24
2022-01-06,11,P,4.2,22.23,21.835,25.45,23.29
2022-01-06,12,P,0.0,23.325,21.892,26.76,24.05
2022-01-06,13,P,0.0,27.528,21.002,27.35,24.38
2022-01-06,14,P,0.0,25.972,22.792,27.41,25.37
2022-01-06,15,P,0.5,25.06,22.792,25.62,24.98
2022-01-06,16,P,0.6,22.688,22.465,25.73,25.55
2022-01-06,17,P,4.3,23.345,23.372,28.08,28.48
2022-01-06,18,P,10.1,42.28,42.952,46.3,58.72
2022-01-06,19,P,12.5,36.282,36.918,24.01,49.98
2022-01-06,20,P,51.9,25.295,33.752,12.41,42.18
2022-01-06,21,P,70.1,0.305,31.795,8.87,38.88
2022-01-06,22,P,40.3,-2.065,32.412,-2.5,27.5
2022-01-06,23,OP,11.3,-5.855,25.825,-3.57,26.43
2022-01-06,24,OP,0.0,-16.485,28.31,-2.79,27.21
2022-01-07,1,OP,0.0,-17.838,28.622,-4.43,25.57
2022-01-07,2,OP,5.3,-8.15,30.398,-4.05,25.3
2022-01-07,3,OP,29.5,-2.622,33.01,0.01,25.46
2022-01-07,4,OP,42.4,10.28,39.1,1.24,26.53
2022-01-07,5,OP,49.0,39.128,42.492,5.88,28.7
2022-01-07,6,OP,47.1,26.188,37.632,11.96,31.19
2022-01-07,7,P,46.4,39.302,162.548,56.39,74.31
2022-01-07,8,P,39.7,128.9,153.472,46.85,61.17
2022-01-07,9,P,28.1,97.528,102.642,34.01,39.29
2022-01-07,10,P,18.4,46.745,44.922,26.88,29.42
2022-01-07,11,P,20.2,58.71,59.32,25.7,26.58
2022-01-07,12,P,27.5,59.442,59.605,26.51,26.89
2022-01-07,13,P,19.6,39.562,39.578,25.07,24.87
2022-01-07,14,P,14.1,42.862,43.152,25.26,24.82
2022-01-07,15,P,21.2,34.548,35.278,22.34,21.41
2022-01-07,16,P,23.6,38.228,31.115,22.14,21.3
2022-01-07,17,P,14.3,46.548,41.898,23.61,22.88
2022-01-07,18,P,11.5,135.43,136.595,28.97,28.46
2022-01-07,19,P,12.3,62.588,41.065,29.36,29.21
2022-01-07,20,P,8.3,86.942,37.742,26.5,26.24
2022-01-07,21,P,10.7,59.578,29.9,24.9,25.11
2022-01-07,22,P,9.4,101.045,36.242,23.14,25.0
2022-01-07,23,OP,4.8,56.788,30.03,23.95,25.81
2022-01-07,24,OP,3.2,35.78,28.722,25.43,25.08
2022-01-08,1,OP,3.4,28.16,28.952,35.55,35.76
2022-01-08,2,OP,1.7,27.145,27.872,30.4,30.47
2022-01-08,3,OP,1.2,26.198,26.838,27.53,27.55
2022-01-08,4,OP,0.0,25.932,26.545,26.39,26.42
2022-01-08,5,OP,0.0,30.275,26.29,27.5,27.59
2022-01-08,6,OP,0.0,36.512,26.312,26.13,26.21
2022-01-08,7,OP,0.0,25.308,23.38,27.5,27.41
2022-01-08,8,OP,0.0,25.228,23.218,32.1,32.56
2022-01-08,9,OP,0.0,30.448,25.455,36.99,37.59
2022-01-08,10,OP,0.0,50.062,27.948,37.33,37.83
2022-01-08,11,OP,0.0,28.81,25.412,31.53,32.13
2022-01-08,12,OP,0.0,26.452,26.545,29.65,29.96
2022-01-08,13,OP,0.0,26.11,26.662,25.11,26.2
2022-01-08,14,OP,0.0,26.062,26.122,22.56,24.54
2022-01-08,15,OP,0.0,24.335,24.125,18.65,22.26
2022-01-08,16,OP,0.0,22.362,22.21,15.07,21.94
2022-01-08,17,OP,0.0,22.965,23.028,9.68,23.4
2022-01-08,18,OP,0.0,132.072,132.072,32.37,49.37
2022-01-08,19,OP,0.0,90.465,90.465,25.4,42.63
2022-01-08,20,OP,0.0,27.552,27.552,20.42,30.43
2022-01-08,21,OP,0.3,24.345,24.345,19.27,24.59
2022-01-08,22,OP,2.0,21.558,21.558,18.43,23.52
2022-01-08,23,OP,32.3,22.028,22.028,21.96,26.21
2022-01-08,24,OP,38.7,21.505,21.505,17.73,22.59
2022-01-09,1,OP,34.1,22.535,22.535,22.82,23.95
2022-01-09,2,OP,23.6,19.818,19.818,17.75,19.55
2022-01-09,3,OP,27.3,4.77,4.77,17.72,18.42
2022-01-09,4,OP,25.3,1.942,1.942,17.52,17.34
2022-01-09,5,OP,16.2,-0.045,-0.045,18.64,18.45
2022-01-09,6,OP,15.8,5.89,6.065,19.34,19.04
2022-01-09,7,OP,11.1,16.3,16.748,22.14,21.7
2022-01-09,8,OP,5.3,16.67,16.96,23.15,22.22
2022-01-09,9,OP,0.5,17.908,18.425,24.94,23.73
2022-01-09,10,OP,0.5,21.74,21.052,25.9,23.95
2022-01-09,11,OP,2.6,21.03,21.045,27.31,24.22
2022-01-09,12,OP,4.3,20.938,20.725,29.15,24.78
2022-01-09,13,OP,2.2,24.052,21.71,29.89,24.65
2022-01-09,14,OP,4.5,24.538,22.55,30.25,24.26
2022-01-09,15,OP,9.7,24.532,23.672,28.23,23.47
2022-01-09,16,OP,9.6,20.805,19.75,28.66,24.63
2022-01-09,17,OP,6.4,21.87,21.052,26.37,25.0
2022-01-09,18,OP,1.4,25.198,25.198,39.91,41.3
2022-01-09,19,OP,3.7,27.412,27.412,38.12,42.9
2022-01-09,20,OP,59.2,14.978,25.575,29.24,37.49
2022-01-09,21,OP,63.4,-0.578,25.488,18.36,36.03
2022-01-09,22,OP,22.7,-3.485,22.01,6.07,30.56
2022-01-09,23,OP,17.4,-3.892,19.14,-3.5,25.2
2022-01-09,24,OP,14.5,-4.002,19.02,-6.3,23.7
2022-01-10,1,OP,14.6,-4.01,17.192,-5.42,25.0
2022-01-10,2,OP,14.5,-4.005,16.31,-8.5,21.5
2022-01-10,3,OP,14.6,-4.0,16.768,-7.28,22.73
2022-01-10,4,OP,14.5,-4.0,16.725,-6.44,23.56
2022-01-10,5,OP,15.1,-3.85,16.62,-3.45,26.55
2022-01-10,6,OP,20.4,-3.54,18.412,0.3,32.17
2022-01-10,7,P,37.8,0.17,34.238,17.92,51.61
2022-01-10,8,P,39.4,1.298,62.098,13.29,54.41
2022-01-10,9,P,17.8,-3.715,54.232,-0.92,37.03
2022-01-10,10,P,16.9,-3.998,32.985,-9.75,26.73
2022-01-10,11,P,17.0,-3.878,31.005,-11.29,23.34
2022-01-10,12,P,18.0,-3.722,24.208,-8.97,22.19
2022-01-10,13,P,29.9,-2.59,22.94,-4.71,21.36
2022-01-10,14,P,21.4,-2.62,21.035,2.28,21.57
2022-01-10,15,P,20.1,13.62,21.682,5.58,21.51
2022-01-10,16,P,27.3,23.202,23.195,17.02,22.27
2022-01-10,17,P,22.8,27.405,27.34,22.95,25.62
2022-01-10,18,P,29.6,39.282,39.702,68.19,70.63
2022-01-10,19,P,36.2,39.562,40.162,66.83,68.25
2022-01-10,20,P,51.4,4.8,36.52,41.38,42.27
2022-01-10,21,P,50.5,2.228,37.495,39.58,40.47
2022-01-10,22,P,53.6,4.912,36.75,29.61,31.05
2022-01-10,23,OP,45.7,10.922,31.278,32.9,34.18
2022-01-10,24,OP,34.0,5.688,27.092,29.24,31.15
2022-01-11,1,OP,39.7,1.25,25.358,23.26,31.39
2022-01-11,2,OP,25.8,-1.098,23.035,18.43,27.38
2022-01-11,3,OP,29.7,-1.61,22.412,15.01,25.22
2022-01-11,4,OP,23.1,-0.372,22.685,14.41,24.72
2022-01-11,5,OP,26.2,25.85,25.955,15.37,27.25
2022-01-11,6,OP,26.5,28.512,28.492,20.68,34.34
2022-01-11,7,P,25.6,36.482,36.385,44.13,55.14
2022-01-11,8,P,26.0,37.692,37.788,51.34,59.14
2022-01-11,9,P,14.3,35.578,35.528,38.39,41.68
2022-01-11,10,P,9.3,39.402,39.435,39.37,39.7
2022-01-11,11,P,7.8,28.01,28.01,30.64,30.81
2022-01-11,12,P,7.9,23.708,23.708,27.75,27.78
2022-01-11,13,P,3.7,22.345,22.345,25.29,25.35
2022-01-11,14,P,2.1,20.415,20.415,24.72,24.8
2022-01-11,15,P,4.9,18.562,18.562,24.11,24.14
2022-01-11,16,P,7.9,20.18,20.18,24.26,24.3
2022-01-11,17,P,11.7,26.772,26.772,26.3,26.34
2022-01-11,18,P,18.0,73.368,73.492,64.36,64.58
2022-01-11,19,P,13.9,35.63,35.43,49.12,49.38
2022-01-11,20,P,10.0,29.738,29.738,31.74,31.21
2022-01-11,21,P,16.7,26.65,26.655,32.63,32.3
2022-01-11,22,P,14.2,24.928,24.928,30.42,30.11
2022-01-11,23,OP,13.6,23.172,22.918,30.28,29.98
2022-01-11,24,OP,14.3,25.298,23.36,28.24,28.11
2022-01-12,1,OP,13.0,25.36,23.412,27.07,24.85
2022-01-12,2,OP,9.5,25.438,23.475,24.09,23.77
2022-01-12,3,OP,11.2,23.412,22.865,24.57,24.56
2022-01-12,4,OP,18.8,23.352,23.352,25.16,25.07
2022-01-12,5,OP,17.8,24.028,24.028,29.33,29.31
2022-01-12,6,OP,19.7,26.905,26.905,35.7,35.64
2022-01-12,7,P,20.8,34.088,34.088,57.28,57.21
2022-01-12,8,P,12.4,38.285,38.302,58.17,58.14
2022-01-12,9,P,8.2,31.38,31.39,43.52,43.4
2022-01-12,10,P,11.5,25.848,25.848,31.52,30.52
2022-01-12,11,P,11.8,27.88,27.88,30.54,29.93
2022-01-12,12,P,13.7,26.22,26.22,28.09,27.28
2022-01-12,13,P,14.9,25.172,25.172,26.86,25.69
2022-01-12,14,P,8.4,23.358,23.358,26.06,25.23
2022-01-12,15,P,0.2,22.45,22.45,25.4,24.68
2022-01-12,16,P,2.4,22.732,22.732,25.67,24.62
2022-01-12,17,P,6.4,23.605,23.605,27.13,26.68
2022-01-12,18,P,2.6,32.48,32.48,65.36,65.0
2022-01-12,19,P,7.1,39.175,39.175,63.31,62.96
2022-01-12,20,P,10.6,43.078,43.078,45.89,45.65
2022-01-12,21,P,7.3,38.132,38.132,45.22,44.83
2022-01-12,22,P,0.5,36.372,36.372,38.06,37.74
2022-01-12,23,OP,5.2,33.052,33.052,37.12,33.93
2022-01-12,24,OP,1.4,36.515,36.515,34.61,33.09
2022-01-13,1,OP,0.2,35.578,35.098,32.78,31.63
2022-01-13,2,OP,0.8,31.22,31.122,29.12,28.46
2022-01-13,3,OP,9.2,35.602,35.602,28.12,27.84
2022-01-13,4,OP,7.5,36.708,36.708,27.46,27.31
2022-01-13,5,OP,12.9,39.655,39.655,28.31,28.06
2022-01-13,6,OP,9.9,44.755,44.755,40.21,38.98
2022-01-13,7,P,6.4,62.535,62.535,54.8,54.37
2022-01-13,8,P,0.9,101.43,101.43,56.49,56.25
2022-01-13,9,P,2.0,34.442,34.442,42.42,42.07
2022-01-13,10,P,0.0,28.685,28.685,35.12,34.07
2022-01-13,11,P,0.0,30.578,30.578,30.18,28.94
2022-01-13,12,P,0.0,27.675,27.675,29.14,28.14
2022-01-13,13,P,0.0,26.632,26.632,27.66,27.36
2022-01-13,14,P,0.0,26.265,26.265,27.28,26.61
2022-01-13,15,P,0.1,25.72,25.72,27.4,26.11
2022-01-13,16,P,1.4,25.908,25.908,27.43,26.01
2022-01-13,17,P,1.0,28.128,28.128,31.79,28.98
2022-01-13,18,P,1.7,42.382,42.382,61.82,61.29
2022-01-13,19,P,8.0,52.175,52.175,61.3,61.03
2022-01-13,20,P,10.2,47.475,47.475,43.69,43.42
2022-01-13,21,P,7.2,46.242,46.242,39.69,38.92
2022-01-13,22,P,8.6,36.388,36.388,34.57,32.42
2022-01-13,23,OP,8.7,29.508,29.508,33.05,32.7
2022-01-13,24,OP,9.4,29.54,29.54,29.99,29.77
2022-01-14,1,OP,12.4,27.088,27.088,31.12,31.12
2022-01-14,2,OP,13.5,23.92,23.92,28.57,28.57
2022-01-14,3,OP,5.1,23.328,23.328,25.88,25.87
2022-01-14,4,OP,4.7,24.86,24.86,24.28,24.27
2022-01-14,5,OP,5.0,24.408,24.408,26.7,26.69
2022-01-14,6,OP,4.5,25.065,25.065,32.76,32.7
2022-01-14,7,P,4.8,29.942,29.942,47.45,47.45
2022-01-14,8,P,4.2,30.495,30.495,38.3,38.18
2022-01-14,9,P,4.2,29.085,29.838,33.68,33.56
2022-01-14,10,P,0.5,37.222,29.442,35.21,34.8
2022-01-14,11,P,0.1,25.765,25.812,30.65,30.14
2022-01-14,12,P,4.3,23.23,23.305,30.79,29.71
2022-01-14,13,P,7.3,22.008,22.325,29.83,28.54
2022-01-14,14,P,7.6,22.425,22.948,28.23,26.59
2022-01-14,15,P,19.9,22.058,22.642,26.93,25.59
2022-01-14,16,P,35.0,21.762,21.888,25.36,24.8
2022-01-14,17,P,41.8,11.258,22.52,29.43,29.62
2022-01-14,18,P,36.4,21.835,25.458,44.83,50.61
2022-01-14,19,P,28.4,-2.42,23.688,20.82,30.45
2022-01-14,20,P,17.8,-3.868,15.115,13.11,27.54
2022-01-14,21,P,43.3,12.83,21.592,6.99,26.6
2022-01-14,22,P,39.7,18.642,19.222,0.09,22.31
2022-01-14,23,OP,48.6,9.052,11.172,-4.96,18.5
2022-01-14,24,OP,32.3,3.672,6.66,-6.56,14.56
2022-01-15,1,OP,9.5,-4.335,-5.342,1.75,10.43
2022-01-15,2,OP,13.4,-1.858,-4.025,6.72,10.98
2022-01-15,3,OP,15.0,5.742,2.295,8.12,11.7
2022-01-15,4,OP,13.1,8.978,5.16,11.49,12.79
2022-01-15,5,OP,11.4,8.24,6.112,10.63,15.33
2022-01-15,6,OP,34.0,3.81,18.772,7.52,15.03
2022-01-15,7,OP,16.6,-0.428,23.99,4.63,23.89
2022-01-15,8,OP,10.6,-5.918,28.28,-5.65,21.53
2022-01-15,9,OP,9.4,-4.34,26.73,-9.16,22.59
2022-01-15,10,OP,7.1,-4.918,24.57,-10.0,21.83
2022-01-15,11,OP,14.0,-4.01,25.738,-10.0,23.02
2022-01-15,12,OP,14.3,-4.01,25.918,-10.0,23.77
2022-01-15,13,OP,10.4,-4.998,21.03,-10.0,21.81
2022-01-15,14,OP,4.8,-4.632,16.292,-9.58,20.49
2022-01-15,15,OP,3.2,-4.77,14.418,-9.83,20.17
2022-01-15,16,OP,1.1,-7.045,12.342,-10.57,19.43
2022-01-15,17,OP,0.1,-7.048,14.605,-10.25,19.75
2022-01-15,18,OP,0.6,-9.735,12.762,-4.0,31.38
2022-01-15,19,OP,2.6,-7.895,21.142,-4.0,34.26
2022-01-15,20,OP,12.2,-4.125,32.722,-4.13,33.84
2022-01-15,21,OP,14.5,-4.01,39.168,-0.57,37.44
2022-01-15,22,OP,14.4,-4.002,43.672,0.01,38.74
2022-01-15,23,OP,14.5,-4.005,39.09,2.72,36.56
2022-01-15,24,OP,14.4,-4.005,44.215,1.94,34.51
2022-01-16,1,OP,16.0,-4.008,39.17,-3.01,32.59
2022-01-16,2,OP,18.4,-2.338,37.072,-1.75,31.06
2022-01-16,3,OP,31.8,16.382,36.705,-0.26,32.55
2022-01-16,4,OP,29.3,13.998,32.072,0.01,33.79
2022-01-16,5,OP,32.9,17.072,32.56,7.72,37.72
2022-01-16,6,OP,34.0,17.115,32.71,26.44,40.23
2022-01-16,7,OP,19.0,37.302,37.242,46.32,62.63
2022-01-16,8,OP,15.9,39.955,39.882,59.55,66.39
2022-01-16,9,OP,14.3,30.905,30.88,48.95,49.48
2022-01-16,10,OP,16.5,26.092,26.092,36.24,35.73
2022-01-16,11,OP,14.0,30.24,27.692,32.35,32.33
2022-01-16,12,OP,8.4,27.948,27.47,29.5,29.5
2022-01-16,13,OP,8.4,25.732,25.732,27.15,27.13
2022-01-16,14,OP,6.2,22.802,22.802,26.44,26.26
2022-01-16,15,OP,1.7,21.512,21.512,25.95,25.35
2022-01-16,16,OP,0.5,21.712,21.712,25.75,25.19
2022-01-16,17,OP,0.0,23.235,23.235,28.18,27.38
2022-01-16,18,OP,2.8,31.24,31.22,62.59,58.65
2022-01-16,19,OP,10.6,39.18,39.115,63.55,59.36
2022-01-16,20,OP,15.3,42.245,42.16,46.42,45.24
2022-01-16,21,OP,16.0,41.615,41.535,41.42,40.5
2022-01-16,22,OP,19.3,39.525,39.455,36.57,35.87
2022-01-16,23,OP,17.4,37.232,37.17,36.22,35.83
2022-01-16,24,OP,9.6,34.15,34.112,31.33,31.27
2022-01-17,1,OP,9.1,35.188,36.12,21.53,27.84
2022-01-17,2,OP,16.0,23.985,34.982,19.52,26.53
2022-01-17,3,OP,10.5,19.138,33.512,23.29,27.74
2022-01-17,4,OP,10.1,23.208,34.522,28.69,30.06
2022-01-17,5,OP,5.9,34.14,34.675,36.13,36.13
2022-01-17,6,OP,1.4,39.535,39.465,42.84,42.82
2022-01-17,7,P,0.1,44.442,44.325,86.83,86.81
2022-01-17,8,P,0.0,46.13,45.895,89.35,89.45
2022-01-17,9,P,0.5,36.315,36.238,51.96,51.81
2022-01-17,10,P,1.0,27.542,27.532,37.12,36.43
2022-01-17,11,P,2.0,27.235,26.292,35.48,34.3
2022-01-17,12,P,4.9,25.852,25.672,33.75,31.96
2022-01-17,13,P,7.4,24.935,24.935,33.1,30.4
2022-01-17,14,P,12.1,22.922,22.922,29.84,27.96
2022-01-17,15,P,18.5,18.26,18.168,27.01,26.16
2022-01-17,16,P,34.4,13.502,13.275,25.89,25.25
2022-01-17,17,P,31.0,0.495,17.545,26.83,26.78
2022-01-17,18,P,23.1,7.068,24.128,44.17,44.16
2022-01-17,19,P,29.0,22.065,21.992,33.25,36.18
2022-01-17,20,P,27.4,16.408,15.972,24.95,29.42
2022-01-17,21,P,19.0,15.342,14.798,20.95,26.28
2022-01-17,22,P,19.9,13.92,13.425,18.16,24.47
2022-01-17,23,OP,27.8,13.555,13.18,18.77,22.38
2022-01-17,24,OP,26.0,-0.848,9.788,14.55,19.51
2022-01-18,1,OP,16.6,-3.938,11.575,6.64,16.23
2022-01-18,2,OP,19.2,-3.3,10.622,5.56,15.63
2022-01-18,3,OP,17.0,-3.545,11.328,5.56,15.54
2022-01-18,4,OP,17.2,-4.002,11.57,6.43,15.86
2022-01-18,5,OP,16.4,-3.865,15.168,9.2,18.4
2022-01-18,6,OP,18.0,-3.5,15.442,17.12,26.98
2022-01-18,7,P,18.0,-4.01,20.932,29.33,39.13
2022-01-18,8,P,17.1,-4.005,27.522,31.33,41.94
2022-01-18,9,P,25.7,12.24,26.422,20.77,29.41
2022-01-18,10,P,21.4,25.378,25.938,18.74,25.78
2022-01-18,11,P,25.6,6.35,12.18,14.88,21.7
2022-01-18,12,P,14.3,-4.048,4.04,8.59,18.59
2022-01-18,13,P,14.4,-3.758,5.66,4.35,17.35
2022-01-18,14,P,14.9,-3.985,2.02,3.46,17.05
2022-01-18,15,P,11.2,-5.39,3.81,3.16,16.69
2022-01-18,16,P,0.0,-8.628,7.392,0.0,17.36
2022-01-18,17,P,0.3,-7.005,13.452,-1.29,19.78
2022-01-18,18,P,9.6,-4.452,32.215,8.77,35.99
2022-01-18,19,P,14.6,-4.0,43.725,10.24,39.63
2022-01-18,20,P,13.8,-4.0,29.69,0.0,25.28
2022-01-18,21,P,29.0,-1.782,24.652,2.22,25.91
2022-01-18,22,P,25.8,-2.485,17.955,-0.89,19.75
2022-01-18,23,OP,37.1,16.775,20.515,0.01,18.88
2022-01-18,24,OP,38.3,16.078,16.62,0.0,17.59
2022-01-19,1,OP,30.5,22.542,22.542,-0.87,16.85
2022-01-19,2,OP,32.2,18.195,21.968,-1.45,13.9
2022-01-19,3,OP,30.4,20.218,22.142,0.01,13.75
2022-01-19,4,OP,37.3,15.32,15.32,1.64,14.94
2022-01-19,5,OP,41.5,22.9,22.9,5.29,17.53
